"c_chave";"c_codprod";"c_descr"
"0000003422";"00002";"CARNE BOVINA PATINHO"
"0000003552";"00002";"CARNE BOVINA PATINHO"
"0000003721";"00002";"CARNE BOVINA PATINHO"
"0000003943";"00002";"CARNE BOVINA PATINHO"
"0000004056";"00002";"CARNE BOVINA PATINHO"
"0000004155";"00002";"CARNE BOVINA PATINHO"
"0000004257";"00002";"CARNE BOVINA PATINHO"
"0000004263";"00002";"CARNE BOVINA PATINHO"
"0000004366";"00002";"CARNE BOVINA PATINHO"
"0000004476";"00002";"CARNE BOVINA PATINHO"
"0000004537";"00002";"CARNE BOVINA PATINHO"
"0000004558";"00002";"CARNE BOVINA PATINHO"
"0000003422";"00005";"PEITO DE FRANGO"
"0000003552";"00005";"PEITO DE FRANGO"
"0000003721";"00005";"PEITO DE FRANGO"
"0000003943";"00005";"PEITO DE FRANGO"
"0000004056";"00005";"PEITO DE FRANGO"
"0000004155";"00005";"PEITO DE FRANGO"
"0000004257";"00005";"PEITO DE FRANGO"
"0000004263";"00005";"PEITO DE FRANGO"
"0000004366";"00005";"PEITO DE FRANGO"
"0000004476";"00005";"PEITO DE FRANGO"
"0000004537";"00005";"PEITO DE FRANGO"
"0000004558";"00005";"PEITO DE FRANGO"
"0000003422";"00008";"CARNE BOVINA COM OSSO TIPO COSTELA"
"0000003552";"00008";"CARNE BOVINA COM OSSO TIPO COSTELA"
"0000003721";"00008";"CARNE BOVINA COM OSSO TIPO COSTELA"
"0000003943";"00008";"CARNE BOVINA COM OSSO TIPO COSTELA"
"0000004056";"00008";"CARNE BOVINA COM OSSO TIPO COSTELA"
"0000004155";"00008";"CARNE BOVINA COM OSSO TIPO COSTELA"
"0000004257";"00008";"CARNE BOVINA COM OSSO TIPO COSTELA"
"0000004263";"00008";"CARNE BOVINA COM OSSO TIPO COSTELA"
"0000004366";"00008";"CARNE BOVINA COM OSSO TIPO COSTELA"
"0000004476";"00008";"CARNE BOVINA COM OSSO TIPO COSTELA"
"0000004537";"00008";"CARNE BOVINA COM OSSO TIPO COSTELA"
"0000004558";"00008";"CARNE BOVINA COM OSSO TIPO COSTELA"
"0000003422";"00013";"FRANGO RESFRIADO"
"0000003552";"00013";"FRANGO RESFRIADO"
"0000003721";"00013";"FRANGO RESFRIADO"
"0000003943";"00013";"FRANGO RESFRIADO"
"0000004056";"00013";"FRANGO RESFRIADO"
"0000004155";"00013";"FRANGO RESFRIADO"
"0000004257";"00013";"FRANGO RESFRIADO"
"0000004263";"00013";"FRANGO RESFRIADO"
"0000004366";"00013";"FRANGO RESFRIADO"
"0000004476";"00013";"FRANGO RESFRIADO"
"0000004537";"00013";"FRANGO RESFRIADO"
"0000004558";"00013";"FRANGO RESFRIADO"
"0000003422";"00018";"CARNE SUINA LOMBO"
"0000003552";"00018";"CARNE SUINA LOMBO"
"0000003721";"00018";"CARNE SUINA LOMBO"
"0000003943";"00018";"CARNE SUINA LOMBO"
"0000004056";"00018";"CARNE SUINA LOMBO"
"0000004155";"00018";"CARNE SUINA LOMBO"
"0000004257";"00018";"CARNE SUINA LOMBO"
"0000004263";"00018";"CARNE SUINA LOMBO"
"0000004366";"00018";"CARNE SUINA LOMBO"
"0000004476";"00018";"CARNE SUINA LOMBO"
"0000004537";"00018";"CARNE SUINA LOMBO"
"0000004558";"00018";"CARNE SUINA LOMBO"
"0000003421";"00034";"ALHO ARGENTINO CX"
"0000003551";"00034";"ALHO ARGENTINO CX"
"0000003720";"00034";"ALHO ARGENTINO CX"
"0000003945";"00034";"ALHO ARGENTINO CX"
"0000004058";"00034";"ALHO ARGENTINO CX"
"0000004155";"00034";"ALHO ARGENTINO CX"
"0000004257";"00034";"ALHO ARGENTINO CX"
"0000004263";"00034";"ALHO ARGENTINO CX"
"0000004366";"00034";"ALHO ARGENTINO CX"
"0000004477";"00034";"ALHO ARGENTINO CX"
"0000004537";"00034";"ALHO ARGENTINO CX"
"0000004558";"00034";"ALHO ARGENTINO CX"
"0000003420";"00053";"FERM.ROYAL UND 1 X 1 100G"
"0000003550";"00053";"FERM.ROYAL UND 1 X 1 100G"
"0000003550";"00053";"FERM.ROYAL UND 1 X 1 100G"
"0000003722";"00053";"FERM.ROYAL UND 1 X 1 100G"
"0000003944";"00053";"FERM.ROYAL UND 1 X 1 100G"
"0000004057";"00053";"FERM.ROYAL UND 1 X 1 100G"
"0000004155";"00053";"FERM.ROYAL UND 1 X 1 100G"
"0000004257";"00053";"FERM.ROYAL UND 1 X 1 100G"
"0000004263";"00053";"FERM.ROYAL UND 1 X 1 100G"
"0000004366";"00053";"FERM.ROYAL UND 1 X 1 100G"
"0000004475";"00053";"FERM.ROYAL UND 1 X 1 100G"
"0000004537";"00053";"FERM.ROYAL UND 1 X 1 100G"
"0000004558";"00053";"FERM.ROYAL UND 1 X 1 100G"
"0000003420";"00081";"DOCE DE GOIABA"
"0000003550";"00081";"DOCE DE GOIABA"
"0000003722";"00081";"DOCE DE GOIABA"
"0000003944";"00081";"DOCE DE GOIABA"
"0000004057";"00081";"DOCE DE GOIABA"
"0000004155";"00081";"DOCE DE GOIABA"
"0000004257";"00081";"DOCE DE GOIABA"
"0000004263";"00081";"DOCE DE GOIABA"
"0000004366";"00081";"DOCE DE GOIABA"
"0000004475";"00081";"DOCE DE GOIABA"
"0000004537";"00081";"DOCE DE GOIABA"
"0000004558";"00081";"DOCE DE GOIABA"
"0000003420";"00141";"CONDIMENTO MISTO SEM SAL"
"0000003550";"00141";"CONDIMENTO MISTO SEM SAL"
"0000003722";"00141";"CONDIMENTO MISTO SEM SAL"
"0000003944";"00141";"CONDIMENTO MISTO SEM SAL"
"0000004057";"00141";"CONDIMENTO MISTO SEM SAL"
"0000004155";"00141";"CONDIMENTO MISTO SEM SAL"
"0000004257";"00141";"CONDIMENTO MISTO SEM SAL"
"0000004263";"00141";"CONDIMENTO MISTO SEM SAL"
"0000004366";"00141";"CONDIMENTO MISTO SEM SAL"
"0000004475";"00141";"CONDIMENTO MISTO SEM SAL"
"0000004537";"00141";"CONDIMENTO MISTO SEM SAL"
"0000004558";"00141";"CONDIMENTO MISTO SEM SAL"
"0000003422";"00185";"LINGUICA TIPO CALABRESA"
"0000003552";"00185";"LINGUICA TIPO CALABRESA"
"0000003721";"00185";"LINGUICA TIPO CALABRESA"
"0000003943";"00185";"LINGUICA TIPO CALABRESA"
"0000004056";"00185";"LINGUICA TIPO CALABRESA"
"0000004155";"00185";"LINGUICA TIPO CALABRESA"
"0000004257";"00185";"LINGUICA TIPO CALABRESA"
"0000004263";"00185";"LINGUICA TIPO CALABRESA"
"0000004366";"00185";"LINGUICA TIPO CALABRESA"
"0000004476";"00185";"LINGUICA TIPO CALABRESA"
"0000004537";"00185";"LINGUICA TIPO CALABRESA"
"0000004558";"00185";"LINGUICA TIPO CALABRESA"
"0000003422";"00186";"COXA S/COXA CONG IND FRIATO CX20KG"
"0000003552";"00186";"COXA S/COXA CONG IND FRIATO CX20KG"
"0000003721";"00186";"COXA S/COXA CONG IND FRIATO CX20KG"
"0000003943";"00186";"COXA S/COXA CONG IND FRIATO CX20KG"
"0000004056";"00186";"COXA S/COXA CONG IND FRIATO CX20KG"
"0000004155";"00186";"COXA S/COXA CONG IND FRIATO CX20KG"
"0000004257";"00186";"COXA S/COXA CONG IND FRIATO CX20KG"
"0000004263";"00186";"COXA S/COXA CONG IND FRIATO CX20KG"
"0000004366";"00186";"COXA S/COXA CONG IND FRIATO CX20KG"
"0000004476";"00186";"COXA S/COXA CONG IND FRIATO CX20KG"
"0000004537";"00186";"COXA S/COXA CONG IND FRIATO CX20KG"
"0000004558";"00186";"COXA S/COXA CONG IND FRIATO CX20KG"
"0000003422";"00214";"CARNE BOVINA"
"0000003552";"00214";"CARNE BOVINA"
"0000003721";"00214";"CARNE BOVINA"
"0000003943";"00214";"CARNE BOVINA"
"0000004056";"00214";"CARNE BOVINA"
"0000004155";"00214";"CARNE BOVINA"
"0000004257";"00214";"CARNE BOVINA"
"0000004263";"00214";"CARNE BOVINA"
"0000004366";"00214";"CARNE BOVINA"
"0000004476";"00214";"CARNE BOVINA"
"0000004537";"00214";"CARNE BOVINA"
"0000004558";"00214";"CARNE BOVINA"
"0000003420";"00215";"FARINHA"
"0000003550";"00215";"FARINHA"
"0000003722";"00215";"FARINHA"
"0000003944";"00215";"FARINHA"
"0000004057";"00215";"FARINHA"
"0000004155";"00215";"FARINHA"
"0000004257";"00215";"FARINHA"
"0000004263";"00215";"FARINHA"
"0000004366";"00215";"FARINHA"
"0000004475";"00215";"FARINHA"
"0000004537";"00215";"FARINHA"
"0000004558";"00215";"FARINHA"
"0000003420";"00248";"ACUCAR"
"0000003550";"00248";"ACUCAR"
"0000003722";"00248";"ACUCAR"
"0000003944";"00248";"ACUCAR"
"0000004057";"00248";"ACUCAR"
"0000004155";"00248";"ACUCAR"
"0000004257";"00248";"ACUCAR"
"0000004263";"00248";"ACUCAR"
"0000004366";"00248";"ACUCAR"
"0000004475";"00248";"ACUCAR"
"0000004537";"00248";"ACUCAR"
"0000004558";"00248";"ACUCAR"
"0000003420";"00249";"AVEIA EM FLOCOS FINOS"
"0000003550";"00249";"AVEIA EM FLOCOS FINOS"
"0000003722";"00249";"AVEIA EM FLOCOS FINOS"
"0000003944";"00249";"AVEIA EM FLOCOS FINOS"
"0000004057";"00249";"AVEIA EM FLOCOS FINOS"
"0000004155";"00249";"AVEIA EM FLOCOS FINOS"
"0000004257";"00249";"AVEIA EM FLOCOS FINOS"
"0000004263";"00249";"AVEIA EM FLOCOS FINOS"
"0000004366";"00249";"AVEIA EM FLOCOS FINOS"
"0000004475";"00249";"AVEIA EM FLOCOS FINOS"
"0000004537";"00249";"AVEIA EM FLOCOS FINOS"
"0000004558";"00249";"AVEIA EM FLOCOS FINOS"
"0000003420";"00250";"BISCOITO DOCE TIPO MARIA PCT 400G"
"0000003550";"00250";"BISCOITO DOCE TIPO MARIA PCT 400G"
"0000003722";"00250";"BISCOITO DOCE TIPO MARIA PCT 400G"
"0000003944";"00250";"BISCOITO DOCE TIPO MARIA PCT 400G"
"0000004057";"00250";"BISCOITO DOCE TIPO MARIA PCT 400G"
"0000004155";"00250";"BISCOITO DOCE TIPO MARIA PCT 400G"
"0000004257";"00250";"BISCOITO DOCE TIPO MARIA PCT 400G"
"0000004263";"00250";"BISCOITO DOCE TIPO MARIA PCT 400G"
"0000004366";"00250";"BISCOITO DOCE TIPO MARIA PCT 400G"
"0000004475";"00250";"BISCOITO DOCE TIPO MARIA PCT 400G"
"0000004537";"00250";"BISCOITO DOCE TIPO MARIA PCT 400G"
"0000004558";"00250";"BISCOITO DOCE TIPO MARIA PCT 400G"
"0000003420";"00251";"CAFE TORRADO E MUIDO"
"0000003550";"00251";"CAFE TORRADO E MUIDO"
"0000003722";"00251";"CAFE TORRADO E MUIDO"
"0000003944";"00251";"CAFE TORRADO E MUIDO"
"0000004057";"00251";"CAFE TORRADO E MUIDO"
"0000004155";"00251";"CAFE TORRADO E MUIDO"
"0000004257";"00251";"CAFE TORRADO E MUIDO"
"0000004263";"00251";"CAFE TORRADO E MUIDO"
"0000004366";"00251";"CAFE TORRADO E MUIDO"
"0000004475";"00251";"CAFE TORRADO E MUIDO"
"0000004537";"00251";"CAFE TORRADO E MUIDO"
"0000004558";"00251";"CAFE TORRADO E MUIDO"
"0000003420";"00252";"FARINHA LACTEA 400G"
"0000003550";"00252";"FARINHA LACTEA 400G"
"0000003722";"00252";"FARINHA LACTEA 400G"
"0000003944";"00252";"FARINHA LACTEA 400G"
"0000004057";"00252";"FARINHA LACTEA 400G"
"0000004155";"00252";"FARINHA LACTEA 400G"
"0000004257";"00252";"FARINHA LACTEA 400G"
"0000004263";"00252";"FARINHA LACTEA 400G"
"0000004366";"00252";"FARINHA LACTEA 400G"
"0000004475";"00252";"FARINHA LACTEA 400G"
"0000004537";"00252";"FARINHA LACTEA 400G"
"0000004558";"00252";"FARINHA LACTEA 400G"
"0000003420";"00253";"FECULA DE MANDIOCA PCT 1KG"
"0000003550";"00253";"FECULA DE MANDIOCA PCT 1KG"
"0000003722";"00253";"FECULA DE MANDIOCA PCT 1KG"
"0000003944";"00253";"FECULA DE MANDIOCA PCT 1KG"
"0000004057";"00253";"FECULA DE MANDIOCA PCT 1KG"
"0000004155";"00253";"FECULA DE MANDIOCA PCT 1KG"
"0000004257";"00253";"FECULA DE MANDIOCA PCT 1KG"
"0000004263";"00253";"FECULA DE MANDIOCA PCT 1KG"
"0000004366";"00253";"FECULA DE MANDIOCA PCT 1KG"
"0000004475";"00253";"FECULA DE MANDIOCA PCT 1KG"
"0000004537";"00253";"FECULA DE MANDIOCA PCT 1KG"
"0000004558";"00253";"FECULA DE MANDIOCA PCT 1KG"
"0000003420";"00256";"BISCOITO TIPO AGUA E SAL PCT 400G"
"0000003550";"00256";"BISCOITO TIPO AGUA E SAL PCT 400G"
"0000003722";"00256";"BISCOITO TIPO AGUA E SAL PCT 400G"
"0000003944";"00256";"BISCOITO TIPO AGUA E SAL PCT 400G"
"0000004057";"00256";"BISCOITO TIPO AGUA E SAL PCT 400G"
"0000004155";"00256";"BISCOITO TIPO AGUA E SAL PCT 400G"
"0000004257";"00256";"BISCOITO TIPO AGUA E SAL PCT 400G"
"0000004263";"00256";"BISCOITO TIPO AGUA E SAL PCT 400G"
"0000004366";"00256";"BISCOITO TIPO AGUA E SAL PCT 400G"
"0000004475";"00256";"BISCOITO TIPO AGUA E SAL PCT 400G"
"0000004537";"00256";"BISCOITO TIPO AGUA E SAL PCT 400G"
"0000004558";"00256";"BISCOITO TIPO AGUA E SAL PCT 400G"
"0000003420";"00268";"MARGARINA"
"0000003550";"00268";"MARGARINA"
"0000003722";"00268";"MARGARINA"
"0000003944";"00268";"MARGARINA"
"0000004057";"00268";"MARGARINA"
"0000004155";"00268";"MARGARINA"
"0000004257";"00268";"MARGARINA"
"0000004263";"00268";"MARGARINA"
"0000004366";"00268";"MARGARINA"
"0000004475";"00268";"MARGARINA"
"0000004537";"00268";"MARGARINA"
"0000004558";"00268";"MARGARINA"
"0000003420";"00278";"ARROZ"
"0000003550";"00278";"ARROZ"
"0000003722";"00278";"ARROZ"
"0000004057";"00278";"ARROZ"
"0000004155";"00278";"ARROZ"
"0000004366";"00278";"ARROZ"
"0000004475";"00278";"ARROZ"
"0000004537";"00278";"ARROZ"
"0000004558";"00278";"ARROZ"
"0000003420";"00283";"FLOCAO DE ARROZ PCT 500G"
"0000003550";"00283";"FLOCAO DE ARROZ PCT 500G"
"0000003722";"00283";"FLOCAO DE ARROZ PCT 500G"
"0000003944";"00283";"FLOCAO DE ARROZ PCT 500G"
"0000004057";"00283";"FLOCAO DE ARROZ PCT 500G"
"0000004155";"00283";"FLOCAO DE ARROZ PCT 500G"
"0000004257";"00283";"FLOCAO DE ARROZ PCT 500G"
"0000004263";"00283";"FLOCAO DE ARROZ PCT 500G"
"0000004366";"00283";"FLOCAO DE ARROZ PCT 500G"
"0000004475";"00283";"FLOCAO DE ARROZ PCT 500G"
"0000004537";"00283";"FLOCAO DE ARROZ PCT 500G"
"0000004558";"00283";"FLOCAO DE ARROZ PCT 500G"
"0000003420";"00287";"MACARRAO ESPAGUETE"
"0000003550";"00287";"MACARRAO ESPAGUETE"
"0000003722";"00287";"MACARRAO ESPAGUETE"
"0000003944";"00287";"MACARRAO ESPAGUETE"
"0000004057";"00287";"MACARRAO ESPAGUETE"
"0000004155";"00287";"MACARRAO ESPAGUETE"
"0000004257";"00287";"MACARRAO ESPAGUETE"
"0000004263";"00287";"MACARRAO ESPAGUETE"
"0000004366";"00287";"MACARRAO ESPAGUETE"
"0000004475";"00287";"MACARRAO ESPAGUETE"
"0000004537";"00287";"MACARRAO ESPAGUETE"
"0000004558";"00287";"MACARRAO ESPAGUETE"
"0000003420";"00372";"ERVILHA EM CONSERVA 200G"
"0000003550";"00372";"ERVILHA EM CONSERVA 200G"
"0000003722";"00372";"ERVILHA EM CONSERVA 200G"
"0000003944";"00372";"ERVILHA EM CONSERVA 200G"
"0000004057";"00372";"ERVILHA EM CONSERVA 200G"
"0000004155";"00372";"ERVILHA EM CONSERVA 200G"
"0000004257";"00372";"ERVILHA EM CONSERVA 200G"
"0000004263";"00372";"ERVILHA EM CONSERVA 200G"
"0000004366";"00372";"ERVILHA EM CONSERVA 200G"
"0000004475";"00372";"ERVILHA EM CONSERVA 200G"
"0000004537";"00372";"ERVILHA EM CONSERVA 200G"
"0000004558";"00372";"ERVILHA EM CONSERVA 200G"
"0000003422";"00416";"OVOS BRANCO C/30"
"0000003552";"00416";"OVOS BRANCO C/30"
"0000003721";"00416";"OVOS BRANCO C/30"
"0000003943";"00416";"OVOS BRANCO C/30"
"0000004056";"00416";"OVOS BRANCO C/30"
"0000004155";"00416";"OVOS BRANCO C/30"
"0000004257";"00416";"OVOS BRANCO C/30"
"0000004263";"00416";"OVOS BRANCO C/30"
"0000004366";"00416";"OVOS BRANCO C/30"
"0000004476";"00416";"OVOS BRANCO C/30"
"0000004537";"00416";"OVOS BRANCO C/30"
"0000004558";"00416";"OVOS BRANCO C/30"
"0000003420";"00418";"SAL REFINADO NOTA 10 1KG"
"0000003550";"00418";"SAL REFINADO NOTA 10 1KG"
"0000003722";"00418";"SAL REFINADO NOTA 10 1KG"
"0000003944";"00418";"SAL REFINADO NOTA 10 1KG"
"0000004057";"00418";"SAL REFINADO NOTA 10 1KG"
"0000004155";"00418";"SAL REFINADO NOTA 10 1KG"
"0000004257";"00418";"SAL REFINADO NOTA 10 1KG"
"0000004263";"00418";"SAL REFINADO NOTA 10 1KG"
"0000004366";"00418";"SAL REFINADO NOTA 10 1KG"
"0000004475";"00418";"SAL REFINADO NOTA 10 1KG"
"0000004537";"00418";"SAL REFINADO NOTA 10 1KG"
"0000004558";"00418";"SAL REFINADO NOTA 10 1KG"
"0000003421";"00459";"MELANCIA"
"0000003551";"00459";"MELANCIA"
"0000003720";"00459";"MELANCIA"
"0000003945";"00459";"MELANCIA"
"0000004058";"00459";"MELANCIA"
"0000004155";"00459";"MELANCIA"
"0000004257";"00459";"MELANCIA"
"0000004263";"00459";"MELANCIA"
"0000004366";"00459";"MELANCIA"
"0000004477";"00459";"MELANCIA"
"0000004537";"00459";"MELANCIA"
"0000004558";"00459";"MELANCIA"
"0000003421";"00460";"ABACAXI"
"0000003551";"00460";"ABACAXI"
"0000003720";"00460";"ABACAXI"
"0000003945";"00460";"ABACAXI"
"0000004058";"00460";"ABACAXI"
"0000004155";"00460";"ABACAXI"
"0000004257";"00460";"ABACAXI"
"0000004263";"00460";"ABACAXI"
"0000004366";"00460";"ABACAXI"
"0000004477";"00460";"ABACAXI"
"0000004537";"00460";"ABACAXI"
"0000004558";"00460";"ABACAXI"
"0000003421";"00461";"BANANA"
"0000003551";"00461";"BANANA"
"0000003720";"00461";"BANANA"
"0000003945";"00461";"BANANA"
"0000004058";"00461";"BANANA"
"0000004155";"00461";"BANANA"
"0000004257";"00461";"BANANA"
"0000004263";"00461";"BANANA"
"0000004366";"00461";"BANANA"
"0000004477";"00461";"BANANA"
"0000004537";"00461";"BANANA"
"0000004558";"00461";"BANANA"
"0000003421";"00462";"LARANJA"
"0000003551";"00462";"LARANJA"
"0000003720";"00462";"LARANJA"
"0000003945";"00462";"LARANJA"
"0000004058";"00462";"LARANJA"
"0000004155";"00462";"LARANJA"
"0000004257";"00462";"LARANJA"
"0000004263";"00462";"LARANJA"
"0000004366";"00462";"LARANJA"
"0000004477";"00462";"LARANJA"
"0000004537";"00462";"LARANJA"
"0000004558";"00462";"LARANJA"
"0000003421";"00463";"MAMAO"
"0000003551";"00463";"MAMAO"
"0000003720";"00463";"MAMAO"
"0000003945";"00463";"MAMAO"
"0000004058";"00463";"MAMAO"
"0000004155";"00463";"MAMAO"
"0000004257";"00463";"MAMAO"
"0000004263";"00463";"MAMAO"
"0000004366";"00463";"MAMAO"
"0000004477";"00463";"MAMAO"
"0000004537";"00463";"MAMAO"
"0000004558";"00463";"MAMAO"
"0000003421";"00464";"MELAO AMARELO"
"0000003551";"00464";"MELAO AMARELO"
"0000003720";"00464";"MELAO AMARELO"
"0000003945";"00464";"MELAO AMARELO"
"0000004058";"00464";"MELAO AMARELO"
"0000004155";"00464";"MELAO AMARELO"
"0000004257";"00464";"MELAO AMARELO"
"0000004263";"00464";"MELAO AMARELO"
"0000004366";"00464";"MELAO AMARELO"
"0000004477";"00464";"MELAO AMARELO"
"0000004537";"00464";"MELAO AMARELO"
"0000004558";"00464";"MELAO AMARELO"
"0000003421";"00465";"ABOBORA"
"0000003551";"00465";"ABOBORA"
"0000003720";"00465";"ABOBORA"
"0000003945";"00465";"ABOBORA"
"0000004058";"00465";"ABOBORA"
"0000004155";"00465";"ABOBORA"
"0000004257";"00465";"ABOBORA"
"0000004263";"00465";"ABOBORA"
"0000004366";"00465";"ABOBORA"
"0000004477";"00465";"ABOBORA"
"0000004537";"00465";"ABOBORA"
"0000004558";"00465";"ABOBORA"
"0000003421";"00466";"BATATA INGLESA"
"0000003551";"00466";"BATATA INGLESA"
"0000003720";"00466";"BATATA INGLESA"
"0000003945";"00466";"BATATA INGLESA"
"0000004058";"00466";"BATATA INGLESA"
"0000004155";"00466";"BATATA INGLESA"
"0000004257";"00466";"BATATA INGLESA"
"0000004263";"00466";"BATATA INGLESA"
